ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry
RAMKY.NS,20.460798,,41172684800,17988720640.0,2013260032.0,2572699904.0,5411550208.0,0.09883001,0.02868,,0.11192001,0.14411001,0.30083,,,,,-0.106,-0.038,-0.038,27.608,1.343,0.441,,0.0,0.086,Industrials,Engineering & Construction
RATNAMANI.NS,27.549654,23.92979,167225491456,53747539968.0,6064971776.0,9029045248.0,19467155456.0,0.1708,0.10572,,0.112840004,0.15038,0.36220002,,,,,0.227,0.371,0.357,6.134,3.656,1.961,0.59,0.1618,0.058,Basic Materials,Steel
RAYMOND.NS,60.410355,3.6880445,31841533952,20563900416.0,432200000.0,1774599936.0,8196299776.0,0.01086,,,2.7184,0.00913,0.39858,,,,,0.114,-0.81,-0.81,29.425,,,1.66,0.0,-0.211,Industrials,Specialty Industrial Machinery
RECLTD.NS,5.523904,5.34195,952816304128,237414596608.0,172336693248.0,,234848403456.0,0.21997,0.02795,,0.72729,0.96516,0.98919,,,,,0.104,0.094,0.093,666.088,136.89,136.818,6.57,0.2918,0.289,Financial Services,Credit Services
REDINGTON.NS,12.7328205,18.615334,220186755072,1082926825472.0,17290299392.0,22822799360.0,56141398016.0,0.22066,0.048309997,,0.01597,0.01835,0.05184,,,,,0.168,0.319,0.324,27.764,1.415,1.012,2.42,0.3074,0.832,Technology,Information Technology Services
RELAXO.NS,58.714287,32.644955,102520250368,26450800640.0,1742899968.0,3180699904.0,14962499584.0,0.0846,0.04861,,0.06589,0.0665,0.56567,,,,,-0.075,-0.014,-0.016,10.214,2.153,0.957,0.73,0.4286,0.258,Consumer Cyclical,Footwear & Accessories
RELIANCE.NS,25.615948,21.908142,21302249259008,9996289966080.0,831059984384.0,1714279940096.0,3603069927424.0,0.09717,0.039389998,,0.08314,0.12359,0.36044,,,,,0.1,0.096,0.097,35.651,1.1,0.578,0.35,0.0896,0.321,Energy,Oil & Gas Refining & Marketing
REPCOHOME.NS,5.7074633,8.692851,26187520000,8046700032.0,4586200064.0,,8003800064.0,0.13479,0.030469999,,0.56995,0.69686997,0.99467003,,,,,0.038,-0.047,-0.048,318.337,4644.576,4640.355,1.56,0.0887,0.481,Financial Services,Mortgage Finance
RESPONIND.NS,28.053526,,57291509760,14010872832.0,2043270016.0,2972741120.0,4688434176.0,0.15100999,0.07873,,0.14583,0.1871,0.33463,,,,,-0.102,0.081,0.081,13.937,3.99,2.887,0.05,0.012999999,0.444,Basic Materials,Specialty Chemicals
RHL.NS,17.008396,,3875028480,1417539968.0,226722000.0,505527008.0,985313024.0,0.03168,0.022780001,,0.15994,0.21062,0.69509006,,,,,0.058,1.561,1.549,20.707,5.541,0.663,,0.0,-0.283,Consumer Cyclical,Lodging
RICOAUTO.NS,35.51852,,15607396352,22677700608.0,429700000.0,2020400000.0,6361299968.0,0.058930002,0.03351,,0.01895,0.056199998,0.28051,,,,,0.09,1.787,1.702,91.352,0.886,0.46,0.41,0.1543,0.45,Consumer Cyclical,Auto Parts
RITES.NS,27.724298,20.163126,114061524992,22296700928.0,4111099904.0,5402399744.0,7344799744.0,0.16570999,0.05016,,0.18438,0.20511,0.32941002,,,,,0.015,0.342,0.346,0.285,1.587,0.638,3.38,0.8879,0.052,Industrials,Engineering & Construction
ROSSARI.NS,24.497364,18.018782,33482395648,22221160448.0,1366179968.0,2575209984.0,6921900032.0,0.11533,0.062750004,,0.061479997,0.09161,0.31149998,,,,,0.176,0.042,0.044,28.178,1.728,0.958,0.08,0.020299999,0.284,Basic Materials,Specialty Chemicals
ROUTE.NS,24.734709,8.844532,42290278400,45290401792.0,1710599936.0,4790400000.0,6747899904.0,0.07526,0.07373,,0.03777,0.10102,0.14899,,,,,0.005,,,0.814,3.229,2.744,1.65,0.5158,0.15,Communication Services,Telecom Services
RPGLIFE.NS,17.472948,79.667595,37657681920,6664000000.0,2154200064.0,1496499968.0,4297399808.0,0.46161997,0.12808,,0.32326,0.1861,0.64487,,,,,0.055,7.772,7.774,,3.395,2.382,0.88,0.1535,-0.355,Healthcare,Drug Manufacturers - Specialty & Generic
RTNPOWER.NS,62.9375,,54076964864,31452499968.0,856099968.0,4440500224.0,7012800000.0,0.01903,0.01342,,0.02722,-0.01401,0.22296,,,,,-0.042,,,84.871,2.535,2.256,,0.0,0.516,Utilities,Utilities - Independent Power Producers
RUBYMILLS.NS,13.821918,,7440216064,2991723008.0,537628032.0,541990976.0,1836717952.0,0.08533,0.02743,,0.17971,0.15524,0.61393,,,,,0.67,2.917,2.932,60.619,3.192,1.995,0.78,0.1089,0.105,Consumer Cyclical,Textile Manufacturing
RUCHINFRA.NS,31.727272,,1651853184,601521984.0,65871000.0,208292000.0,498503008.0,0.047989998,0.00881,,0.16398,0.14696999,0.82874,,,,,0.07,,,43.622,1.648,1.255,,0.0,-0.195,Industrials,Specialty Business Services
RUCHIRA.NS,5.3750553,,3627060992,6653642240.0,674508032.0,1050518016.0,2431094016.0,0.14513999,0.08173,,0.10137,0.12319,0.36538,,,,,0.007,-0.117,-0.118,38.02,1.792,0.774,4.12,0.2211,-0.32,Basic Materials,Paper & Paper Products
RVNL.NS,60.018383,41.858974,682263183360,200260304896.0,11354099712.0,9526299648.0,14558400512.0,0.12377,0.029070001,,0.056700002,0.040599998,0.0727,,,,,0.055,-0.203,-0.197,52.108,2.115,0.744,0.53,0.3156,1.1,Industrials,Engineering & Construction
SAIL.NS,21.95315,14.518163,562215321600,1064319778816.0,25561899008.0,105555795968.0,507723907072.0,0.044120003,0.02389,,0.02402,0.04025,0.47704,,,,,0.082,-0.535,-0.533,57.763,0.846,0.132,1.19,0.2585,1.163,Basic Materials,Steel
SANOFI.NS,28.312996,21.521322,101016952832,19324999680.0,3563000064.0,5176500224.0,9786999808.0,,,,0.18427,0.26315,0.50644,,,,,-0.093,-0.076,-0.075,2.672,,,4.38,0.7563,0.02,Healthcare,Drug Manufacturers - General
SANSERA.NS,43.73602,27.073397,109483597824,31009570816.0,2489090048.0,5181779968.0,17890129920.0,0.11417,0.05924,,0.08027001,0.112390004,0.57692003,,,,,0.081,0.229,0.417,15.176,2.119,1.157,0.19,0.080699995,0.569,Consumer Cyclical,Auto Parts
SAREGAMA.NS,38.05793,29.029337,77009231872,11610475520.0,2028465024.0,2867023872.0,5052777984.0,0.12576,0.060399998,,0.17471,0.21632,0.43519002,,,,,-0.049,-0.021,-0.025,0.185,2.374,1.359,2.26,0.42740002,0.647,Communication Services,Entertainment
SARLAPOLY.NS,11.220172,,7617143808,4119159040.0,678540992.0,813864000.0,2395427072.0,0.13838,0.04837,,0.16473,0.15285,0.58153,,,,,-0.06,-0.013,-0.014,32.655,1.252,0.739,3.29,0.36900002,0.291,Consumer Cyclical,Textile Manufacturing
SATIN.NS,12.611794,7.3328576,16937055232,11398802432.0,1344082944.0,,11398802432.0,0.05207,0.01119,,0.117910005,0.37657002,1.0,,,,,0.494,0.19,0.189,367.777,329.845,328.966,,0.0,-0.178,Financial Services,Credit Services
SBILIFE.NS,80.607056,74.97902,1970516262912,1040087121920.0,24532899840.0,27685500928.0,90421198848.0,0.14199,0.0035899999,,0.02359,0.02305,0.086940005,,,,,-0.428,-0.066,-0.066,,1.168,0.252,0.14,0.1104,0.356,Financial Services,Insurance - Life
SBIN.NS,11.020363,11.980163,9142003564544,3571947143168.0,807924203520.0,,3571947143168.0,0.15675999,0.011460001,,0.22619,0.28039,0.0,,,,,0.081,0.029,0.068,,,,1.62,0.1769,0.318,Financial Services,Banks - Regional
SCHAEFFLER.NS,57.341736,44.82245,611616227328,90977099776.0,10652699648.0,16298725376.0,34459000832.0,,,,0.117089994,0.15118,0.37877,,,,,0.15,0.225,0.224,1.012,,,0.72,0.4106,-0.16,Consumer Cyclical,Auto Parts
SCI.NS,13.558192,70.954544,109066838016,52957097984.0,8039900160.0,15821700096.0,18434299904.0,0.096920006,0.0327,,0.15182,0.11259,0.3481,,,,,-0.077,-0.351,-0.351,32.955,1.985,1.02,4.14,0.3818,0.294,Industrials,Marine Shipping
SFL.NS,123.827156,17.308023,65567141888,35130601472.0,527300000.0,2478099968.0,13279299584.0,0.01732,0.0114400005,,0.01501,0.04299,0.378,,,,,0.077,-0.022,-0.015,40.731,0.843,0.449,,0.0,0.113,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SHANKARA.NS,3.9588356,2.096597,2869941504,56273100800.0,724400000.0,1653100032.0,3140499968.0,0.11495,0.080010004,,0.01287,-0.0094,0.055809997,,,,,-0.789,,,14.499,1.704,0.322,2.56,0.1004,-0.976,Consumer Cyclical,Home Improvement Retail
SHANTIGEAR.NS,38.940643,122.37047,36341403648,5775200256.0,929400000.0,1226200064.0,2848499968.0,0.2299,0.13295001,,0.16093001,0.17239,0.49323002,,,,,-0.149,-0.162,-0.161,,4.237,3.269,1.05,0.4125,-0.22,Industrials,Specialty Industrial Machinery
SHARDACROP.NS,17.106945,29.667822,77355057152,46717784064.0,4518112256.0,7896498176.0,15176481792.0,0.18185,0.07181,,0.09671,0.06755,0.32485,,,,,0.196,0.753,0.752,0.148,1.781,0.996,1.04,0.17969999,0.213,Basic Materials,Agricultural Inputs
SHARDAMOTR.NS,16.053083,,53644627968,29833060352.0,3340102912.0,3940677120.0,7387793920.0,0.32656,0.121379994,,0.11196,0.108430006,0.24764,,,,,0.107,-0.05,-0.051,4.414,2.246,1.897,1.74,0.2794,0.442,Consumer Cyclical,Auto Parts
SHAREINDIA.NS,13.867046,,37119967232,11630829568.0,2778170880.0,,8492944896.0,0.1161,0.07013,,0.23886,0.41592,0.73021007,,,,,-0.289,-0.277,-0.251,22.746,3.32,3.266,0.67,0.102,0.112,Financial Services,Capital Markets
SHIVALIK.NS,45.861485,,6416535552,3356293888.0,140774000.0,419236000.0,1653262976.0,0.03521,0.020499999,,0.041939996,0.07783,0.49258998,,,,,0.138,-0.252,-0.312,17.115,1.932,0.828,0.12,0.0563,0.207,Basic Materials,Agricultural Inputs
SHREDIGCEM.NS,35.547245,,13357092864,7604765184.0,375320992.0,705361024.0,3239774976.0,0.104899995,0.04361,,0.04935,0.081879996,0.42602003,,,,,0.111,22.0,24.897,39.119,1.217,0.462,1.66,0.5906,-0.069,Basic Materials,Building Materials
SHREECEM.NS,55.660774,30.65103,955323842560,201466494976.0,17188900864.0,45476200448.0,127707602944.0,0.07935,0.03847,,0.085319996,0.06429,0.63389,,,,,0.174,2.922,3.036,9.525,2.106,1.479,0.61,0.2309,0.129,Basic Materials,Building Materials
SHREERAMA.NS,13.178484,,7193925632,2294311936.0,563803008.0,400281984.0,990832000.0,0.40311,0.09925,,0.24574,0.12991,0.43186,,,,,0.175,0.275,0.356,13.028,4.09,2.592,,0.0,-0.03,Consumer Cyclical,Packaging & Containers
SHREYANIND.NS,5.319424,6.5921345,2509148416,6446636032.0,470599008.0,679539008.0,3372521984.0,0.11228,0.05472,,0.073,0.01224,0.52314,,,,,0.074,-0.753,-0.754,13.049,2.554,2.14,1.65,0.0881,-0.234,Basic Materials,Paper & Paper Products
SHRIRAMFIN.NS,16.396059,14.111179,1612915408896,189385998336.0,98511003648.0,,181676605440.0,0.17323999,0.03431,,0.52085,0.63387,0.95929,,,,,0.113,0.081,0.081,279.083,4.117,4.117,1.73,0.1892,0.524,Financial Services,Credit Services
SHRIRAMPPS.NS,17.001898,,15341276160,9765499904.0,899100032.0,586499968.0,2927500032.0,0.06695,0.00792,,0.09207,-0.036340002,0.29978,,,,,0.461,,,50.86,1.513,0.149,,0.0,0.487,Real Estate,Real Estate - Development
SIEMENS.NS,69.67986,38.803658,1178264403968,228079992832.0,24220999680.0,28299749376.0,73887997952.0,,,,0.10742,0.10549,0.32396,,,,,-0.2,-0.416,-0.416,1.098,,,0.36,0.2531,0.367,Industrials,Specialty Industrial Machinery
SILGO.NS,25.082397,,1238731008,492971008.0,52675000.0,74609000.0,88582000.0,0.062470004,0.05118,,0.106850006,0.17683001,0.17969,,,,,0.815,0.395,0.763,,27.085,1.542,,0.0,0.192,Consumer Cyclical,Luxury Goods
SIYSIL.NS,15.659925,6.387017,32675538944,24020461568.0,2087853056.0,3351097088.0,11890204672.0,0.16375,0.08408,,0.08692,0.12279,0.495,,,,,0.161,0.271,0.272,30.58,2.183,1.203,2.22,0.2608,-0.003,Consumer Cyclical,Textile Manufacturing
SJVN.NS,54.45517,21.1689,310296608768,31252400128.0,5571100160.0,21564999680.0,29640800256.0,0.03809,0.02135,,0.17826,0.66740996,0.94843,,,,,0.006,-0.304,-0.302,202.556,0.646,0.576,1.88,1.008,0.292,Utilities,Utilities - Renewable
SKIPPER.NS,31.799599,28.073965,53591162880,49386479616.0,1662759936.0,4768359936.0,10993009664.0,0.14839,0.07026,,0.03367,0.08851,0.22259001,,,,,0.137,0.123,0.124,62.585,1.273,0.639,0.02,0.0067000003,0.372,Industrials,Engineering & Construction
SOBHA.NS,110.42174,52.74155,165156945920,47242588160.0,1486860032.0,2734200064.0,15387209728.0,0.03664,0.0066299997,,0.03147,0.04933,0.32571,,,,,0.508,1.618,1.78,23.042,1.202,0.157,0.2,0.21370001,0.326,Real Estate,Real Estate - Development
SOLARINDS.NS,91.38982,435.15982,1207318347776,83763003392.0,13207700480.0,21130799104.0,40379400192.0,0.30285,0.1531,,0.15767999,0.23637,0.48207,,,,,0.214,0.207,0.207,16.425,1.884,0.824,0.08,0.0685,-0.24,Basic Materials,Specialty Chemicals
SONACOMS.NS,52.049595,38.880455,319952945152,37248589824.0,6127989760.0,9140370432.0,19772100608.0,0.10786,0.06506,,0.16452,0.18642999,0.53081,,,,,0.234,0.149,0.2,3.604,4.162,2.342,0.63,0.3245,0.132,Consumer Cyclical,Auto Parts
SONATSOFTW.NS,22.83648,17.103157,100991844352,105444696064.0,4420700160.0,6441500160.0,13952799744.0,0.27018,0.074889995,,0.04192,0.0691,0.13232,,,,,-0.023,0.131,0.129,41.695,1.113,0.98,1.93,0.3549,0.338,Technology,Information Technology Services
SOUTHBANK.NS,7.7302504,8.876106,104995962880,49048551424.0,13581638656.0,,48133173248.0,0.13551,0.01059,,0.2769,0.37476003,0.0,,,,,0.067,0.081,0.083,,,,1.01,0.0771,0.138,Financial Services,Banks - Regional
SREEL.NS,22.914574,29.305912,5312663552,2344838912.0,230603008.0,321328992.0,523100992.0,0.049879998,0.03963,,0.09834,0.15458,0.22309,,,,,0.196,0.338,0.335,0.495,1.127,0.617,,0.0,0.008,Consumer Cyclical,Footwear & Accessories
SRF.NS,53.528008,49.36653,863959842816,152634605568.0,16176400384.0,32551800832.0,71733501952.0,0.12807,0.071669996,,0.105979994,0.16281,0.46997002,,,,,0.063,0.929,0.927,34.719,1.111,0.484,0.27,0.1392,0.093,Industrials,Conglomerates
SRHHYPOLTD.NS,9.854333,28.217321,9142645760,6615932928.0,924942016.0,908083968.0,2162012928.0,0.09421,0.04982,,0.13981,0.13788,0.32679,,,,,0.071,-0.079,-0.079,1.283,10.538,8.806,0.57,0.0557,0.08,Basic Materials,Chemicals
STARCEMENT.NS,30.24599,22.875631,91531673600,34905722880.0,3024502016.0,7752248832.0,24277635072.0,0.104770005,0.0656,,0.08665,0.12324,0.69552004,,,,,0.264,11.714,11.533,21.388,1.449,0.394,0.89,0.13350001,-0.119,Basic Materials,Building Materials
STARPAPER.NS,6.642365,3.900119,2576169472,4170991104.0,385496992.0,308659008.0,1955905024.0,0.05627,0.01841,,0.09242,0.05297,0.46893,,,,,-0.059,-0.103,-0.103,0.64,6.653,4.428,2.15,0.1417,-0.323,Basic Materials,Paper & Paper Products
STARTECK.NS,18.060026,,2892329984,244696000.0,160294000.0,,244696000.0,0.06692,0.03017,,0.65507007,0.81698996,1.0,,,,,1.029,1.052,1.05,108.108,134.526,134.268,0.09,0.0155,0.417,Financial Services,Credit Services
STERTOOLS.NS,21.348314,,10314312704,8606262272.0,485856000.0,918020992.0,4527787008.0,0.09632,0.043870002,,0.05645,0.066599995,0.5261,,,,,-0.268,-0.021,-0.016,31.577,1.911,1.116,0.89,0.1873,-0.097,Industrials,Tools & Accessories
STOVEKRAFT.NS,44.847054,27.012503,20385832960,15315819520.0,453809984.0,1432249984.0,5609999872.0,0.09545,0.0454,,0.02963,0.07635,0.36629,,,,,0.134,0.277,0.278,52.576,0.889,0.276,0.49,0.2188,0.364,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SUDARSCHEM.NS,149.1458,57.214687,79604776960,69120770048.0,552529984.0,5562540032.0,33799030784.0,0.029260002,0.02804,,0.00799,0.0054900004,0.48898998,,,,,2.43,-0.647,-0.609,64.493,2.188,0.909,0.44,0.6618,0.267,Basic Materials,Specialty Chemicals
SUMMITSEC.NS,22.852839,,23159742464,1387325952.0,1013484992.0,1340493952.0,1386832000.0,0.0090499995,0.00648,,0.73053,0.99008006,0.99964,,,,,0.122,0.206,0.206,,0.846,0.155,,0.0,0.412,Financial Services,Capital Markets
SUNDARMFIN.NS,26.379097,72.36034,519654440960,42111201280.0,19717699584.0,,37219598336.0,0.14267999,0.025969999,,0.46823,0.58643,0.88384,,,,,0.146,0.119,0.119,377.039,7.799,7.768,0.74,0.19559999,0.078,Financial Services,Credit Services
SUNDARMHLD.NS,33.119556,,151008395264,1549042944.0,4120868096.0,1163992064.0,1285659008.0,0.07925,0.013409999,,2.66027,0.79299,0.82997,,,,,-0.772,-0.603,-0.602,0.287,106.349,104.866,0.0085,0.2832,0.474,Financial Services,Asset Management
SUNPHARMA.NS,42.13122,56.19645,4406378496000,549640110080.0,104498397184.0,156681994240.0,429776994304.0,0.14216,0.08574,,0.19012,0.23256001,0.78192,,,,,0.089,0.024,0.026,6.675,2.57,1.848,0.87,0.367,0.266,Healthcare,Drug Manufacturers - Specialty & Generic
SUNTECK.NS,35.463657,17.270138,62184615936,8084919808.0,1753064960.0,2424109056.0,4789200896.0,0.053979997,0.01727,,0.21683,0.29413998,0.59236,,,,,0.493,0.415,0.414,15.744,1.513,0.047,0.35,0.1254,0.395,Real Estate,Real Estate - Development
SUPREMEIND.NS,50.72744,76.7807,430807777280,105400303616.0,8479499776.0,13413300224.0,32457299968.0,0.15379,0.08623,,0.08045,0.08064,0.30794,,,,,0.053,-0.202,-0.203,5.629,1.902,0.573,1.03,0.5094,0.221,Industrials,Building Products & Equipment
SUPRIYA.NS,33.40009,24.637987,61074370560,7146639872.0,1823830016.0,2571739904.0,4874560000.0,0.18351,0.13196,,0.2552,0.33032,0.68208003,,,,,0.203,0.098,0.093,0.484,6.094,3.154,0.13,0.044099998,0.258,Healthcare,Biotechnology
SURYALAXMI.NS,20.616438,,1147863296,8104979968.0,55061000.0,491910016.0,2954010880.0,0.020499999,0.02671,,0.00679,0.02626,0.36446998,,,,,-0.005,,,96.321,1.313,0.472,,0.0,0.611,Consumer Cyclical,Textile Manufacturing
SURYAROSNI.NS,17.498343,10.932836,57429766144,74634698752.0,3278099968.0,5358700032.0,17759199232.0,0.13726,0.08122,,0.043920003,0.04671,0.23795,,,,,0.207,1.172,1.172,4.928,2.971,1.531,2.09,0.282,0.608,Basic Materials,Steel
SUZLON.NS,23.670996,31.976608,749765918720,137252200448.0,31729000448.0,24572399616.0,49897099264.0,0.50545,0.10778,,0.23117,0.16869,0.36354,,,,,0.847,5.2,5.391,5.051,1.609,0.83,,0.0,1.059,Industrials,Specialty Industrial Machinery
SWARAJENG.NS,26.093931,44.02823,46230827008,17878022144.0,1770237056.0,2410441984.0,3712082944.0,0.48243,0.21847999,,0.099020004,0.12347999,0.20763001,,,,,0.086,0.094,0.094,0.574,1.881,1.394,2.8,0.71730006,0.265,Consumer Cyclical,Auto Parts
SYMPHONY.NS,44.350616,28.06855,59328655360,13077000192.0,1335000064.0,1822200064.0,6293300224.0,0.17647,0.07706,,0.099029996,0.12883,0.48125,,,,,-0.483,-0.66,-0.661,0.639,1.659,0.475,0.46,0.66870004,0.255,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SYNGENE.NS,55.78017,38.400593,260180656128,37468000256.0,4681999872.0,10000000000.0,25593999360.0,0.10256,0.06044,,0.124960005,0.10411,0.68309,,,,,0.022,-0.367,-0.368,12.283,1.72,1.395,0.19,0.1075,0.003,Healthcare,Diagnostics & Research
TAJGVK.NS,19.73019,139.94827,25456633856,4702048768.0,1295181056.0,1524402048.0,2775436032.0,0.20389,0.09673,,0.27545,0.28457,0.59026,,,,,-0.002,0.137,0.137,11.957,1.214,0.747,0.49,0.097200006,0.151,Consumer Cyclical,Lodging
TARAPUR.NS,37.92929,,732225408,1000.0,19366000.0,-6180000.0,1000.0,,-0.06611,,19366.0,-4.64362,1.0,,,,,,,,3604.419,0.629,0.026,,0.0,-0.34,Industrials,Specialty Industrial Machinery
TATACHEM.NS,101.18055,16.241386,204148932608,146949996544.0,2020000000.0,18350000128.0,89470001152.0,0.016449999,0.01386,,0.01497,0.065,0.60885,,,,,-0.031,-0.603,-0.603,32.125,1.362,0.661,1.37,1.3871001,0.298,Basic Materials,Chemicals
TATACOMM.NS,36.38425,164.36658,521379020800,238480195584.0,14328399872.0,40619601920.0,66939199488.0,0.61891997,0.046719998,,0.06916,0.08112001,0.28069,,,,,0.058,-0.194,-0.194,467.533,0.457,0.335,1.38,0.4975,0.552,Communication Services,Telecom Services
TATACONSUM.NS,85.16763,78.21285,1156430823424,187965898752.0,13623400448.0,23392600064.0,75893096448.0,0.064840004,0.0366,,0.07248,0.10441,0.40376,,,,,0.178,0.082,0.11,11.869,1.539,0.641,0.7,0.5996,0.363,Consumer Defensive,Packaged Foods
TATAELXSI.NS,48.047493,39.01712,322690351104,36890783744.0,6706117120.0,8135242240.0,12453672960.0,0.25846002,0.14443,,0.18178,0.18503,0.33758,,,,,-0.039,-0.325,-0.325,6.257,4.378,3.926,1.45,0.6966,0.502,Technology,Software - Application
TATAMOTORS.NS,6.662016,6.209245,1494474162176,4369999986688.0,212399996928.0,421660000256.0,1954049949696.0,,,,0.048600003,0.05673,0.44715,,,,,-0.034,,-0.295,61.549,,,0.0148,0.098500006,1.012,Consumer Cyclical,Auto Manufacturers
TATAPOWER.NS,30.792587,23.11151,1247941361664,660669267968.0,40528601088.0,139273306112.0,233822994432.0,0.11721,0.03929,,0.061339997,0.13766,0.35391998,,,,,-0.01,-0.007,-0.008,156.16,0.749,0.517,0.58,0.1776,0.403,Utilities,Utilities - Independent Power Producers
TATASTEEL.NS,31.152573,12.691349,2113604026368,2217338208256.0,68068798464.0,274529992704.0,1187229204480.0,0.071729995,0.03849,,0.0307,0.102290004,0.53543,,,,,0.089,2.716,2.722,99.699,0.742,0.16,2.14,0.66059995,0.804,Basic Materials,Steel
TATATECH.NS,40.12617,33.498436,277527920640,51706499072.0,6932899840.0,8048500224.0,13225700352.0,0.20447001,0.072119996,,0.13408,0.1337,0.25577998,,,,,0.021,0.054,0.051,6.918,1.579,0.723,1.23,0.4892,,Technology,Information Technology Services
TBZ.NS,12.671428,59.730637,11852961792,27690285056.0,933979008.0,1957826048.0,4287854080.0,0.14214,0.062030002,,0.03373,0.08218,0.15484999,,,,,0.213,1.642,1.634,118.113,1.484,0.077,1.28,0.1607,0.409,Consumer Cyclical,Luxury Goods
TCI.NS,19.311504,19.648838,83716808704,46813831168.0,4340810240.0,4927519744.0,6338780160.0,0.19636999,0.08439,,0.09272,0.079840004,0.1354,,,,,0.075,0.073,0.058,10.416,3.244,2.393,1.14,0.1416,-0.062,Industrials,Integrated Freight & Logistics
TCIEXP.NS,27.404974,15.749729,22464174080,11990200320.0,819500032.0,1136400000.0,1915600000.0,0.10544,0.06588,,0.06835,0.09104,0.15976,,,,,-0.01,-0.039,-0.041,1.735,3.379,3.016,1.72,0.3754,0.189,Industrials,Integrated Freight & Logistics
TCS.NS,23.07078,20.35622,11392271777792,2576879976448.0,494389985280.0,669240000512.0,1006889992192.0,0.47355998,0.23542,,0.19186,0.25183,0.39074,,,,,0.024,0.014,0.014,10.173,2.433,2.209,1.98,0.4465,0.332,Technology,Information Technology Services
TDPOWERSYS.NS,59.64821,74.826294,124487606272,15228985344.0,2082196992.0,2776242944.0,5108659200.0,0.24018,0.118999995,,0.13673,0.17108999,0.33546,,,,,0.477,0.458,0.458,3.717,2.333,1.376,0.26,0.0938,0.232,Industrials,Specialty Industrial Machinery
TECHM.NS,30.091036,23.511675,1346288746496,540156985344.0,44849999872.0,71229997056.0,177397006336.0,0.16267,0.08401,,0.08303001,0.12142,0.32841998,,,,,0.051,-0.045,-0.044,6.992,1.831,1.465,2.97,0.8904,0.263,Technology,Information Technology Services
TERASOFT.NS,38.253014,,6356032512,1616264960.0,166292000.0,270079008.0,1388256000.0,0.13261,0.06649,,0.10288999,0.14613,0.85893,,,,,1.819,4.25,4.224,21.66,1.678,0.983,0.2,0.0753,0.57,Technology,Information Technology Services
THANGAMAYL.NS,53.244526,101.32192,101249679360,57720598528.0,1838000000.0,3177799936.0,6054099968.0,0.21837,0.07197,,0.03184,0.051799998,0.104890004,,,,,0.447,,,96.321,1.503,0.116,0.38,0.204,0.756,Consumer Cyclical,Luxury Goods
THEINVEST.NS,29.217705,,6380341760,2640491008.0,218298000.0,,2615518976.0,0.03757,0.02034,,0.08267,0.03759,0.99054,,,,,-0.381,-0.856,-0.857,66.682,1.591,1.513,,0.0,0.133,Financial Services,Capital Markets
THERMAX.NS,55.610725,36.36352,329257549824,102259802112.0,5936699904.0,8734499840.0,47023198208.0,0.121829994,0.03828,,0.05806,0.04873,0.45984,,,,,-0.053,-0.393,-0.393,35.784,1.334,1.011,0.48,0.2658,0.059,Industrials,Conglomerates
THOMASCOOK.NS,27.454882,20.145947,69435940864,85172396032.0,2526400000.0,3892400128.0,10441600000.0,0.115509994,0.02722,,0.029660001,0.03385,0.12259,,,,,0.035,0.193,0.024,21.708,0.878,0.743,0.3,0.083000004,-0.321,Consumer Cyclical,Travel Services
THYROCARE.NS,60.772106,20.944206,77670907904,7626399744.0,1275900032.0,2196800000.0,3934599936.0,0.24735,0.17115,,0.1673,0.27636,0.51592,,,,,0.221,0.813,0.799,4.621,2.651,2.195,1.88,0.8713,0.208,Healthcare,Diagnostics & Research
TI.NS,35.623657,52.310528,122870775808,15536241664.0,2724595968.0,3060153088.0,7555880960.0,0.19912,0.09905,,0.17537001,0.13814001,0.48634,,,,,0.062,-0.1,-0.095,2.445,6.321,5.443,0.21,0.0716,0.528,Consumer Defensive,Beverages - Wineries & Distilleries
TIINDIA.NS,87.4613,57.853775,546662481920,202562895872.0,6256500224.0,20098000896.0,64153600000.0,0.11186,0.05373,,0.03089,0.07281,0.31671,,,,,0.125,-0.097,-0.097,27.724,1.785,1.031,0.13,0.1083,-0.339,Industrials,Conglomerates
TIMKEN.NS,52.100395,132.68292,237330153472,31930269696.0,4548230144.0,5907440128.0,12325090304.0,0.16996999,0.096870005,,0.14244,0.14466,0.38599998,,,,,0.027,-0.006,-0.005,0.55,3.415,1.844,1.14,0.5952,0.292,Industrials,Tools & Accessories
TITAN.NS,83.731186,69.30402,3453710761984,679039991808.0,41289998336.0,65019998208.0,147310002176.0,0.36639,0.08519,,0.06081,0.09004,0.21694,,,,,0.288,0.591,0.591,223.018,1.256,0.137,0.28,0.2364,0.195,Consumer Cyclical,Luxury Goods
TOKYOPLAST.NS,91.27819,,1153469952,755040000.0,12658000.0,49460000.0,351112992.0,0.02052,0.0115600005,,0.01676,0.06755,0.46502998,,,,,0.142,0.634,0.652,58.69,1.078,0.438,,0.0,0.002,Consumer Cyclical,Packaging & Containers
